Season,TeamName,ConferenceName,ConfAbbrev
2010,American Univ,Patriot League,patriot
2010,Appalachian St,Southern Conference,southern
2010,Arizona,Pacific-10 Conference,pac_ten
2010,Arizona St,Pacific-10 Conference,pac_ten
2010,Ark Little Rock,Sun Belt Conference,sun_belt
2010,Ark Pine Bluff,Southwest Athletic Conference,swac
2010,Arkansas,Southeastern Conference,sec
2010,Arkansas St,Sun Belt Conference,sun_belt
2010,Army,Patriot League,patriot
2010,Auburn,Southeastern Conference,sec
2010,Austin Peay,Ohio Valley Conference,ovc
2010,Ball St,Mid-American Conference,mac
2010,Baylor,Big 12 Conference,big_twelve
2010,Belmont,Atlantic Sun Conference,a_sun
2010,Bethune-Cookman,Mid-Eastern Athletic Conference,meac
2010,Binghamton,America East Conference,aec
2010,Boise St,Western Athletic Conference,wac
2010,Boston College,Atlantic Coast Conference,acc
2010,Boston Univ,America East Conference,aec
2010,Bowling Green,Mid-American Conference,mac
2010,Bradley,Missouri Valley Conference,mvc
2010,Brown,Ivy League,ivy
2010,Bryant,Northeast Conference,nec
2010,Bucknell,Patriot League,patriot
2010,Buffalo,Mid-American Conference,mac
2010,Butler,Horizon League,horizon
2010,BYU,Mountain West Conference,mwc
2010,C Michigan,Mid-American Conference,mac
2010,Cal Poly,Big West Conference,big_west
2010,California,Pacific-10 Conference,pac_ten
2010,Campbell,Atlantic Sun Conference,a_sun
2010,Canisius,Metro Atlantic Athletic Conference,maac
2010,Cent Arkansas,Southland Conference,southland
2010,Centenary,Summit League,summit
2010,Central Conn,Northeast Conference,nec
2010,Charleston So,Big South Conference,big_south
2010,Charlotte,Atlantic 10 Conference,a_ten
2010,Chattanooga,Southern Conference,southern
2010,Chicago St,Great West Conference,gwc
2010,Cincinnati,Big East Conference,big_east
2010,Citadel,Southern Conference,southern
2010,Clemson,Atlantic Coast Conference,acc
2010,Cleveland St,Horizon League,horizon
2010,Coastal Car,Big South Conference,big_south
2010,Col Charleston,Southern Conference,southern
2010,Colgate,Patriot League,patriot
2010,Colorado,Big 12 Conference,big_twelve
2010,Colorado St,Mountain West Conference,mwc
2010,Columbia,Ivy League,ivy
2010,Connecticut,Big East Conference,big_east
2010,Coppin St,Mid-Eastern Athletic Conference,meac
2010,Cornell,Ivy League,ivy
2010,Creighton,Missouri Valley Conference,mvc
2010,CS Bakersfield,Independent,ind
2010,CS Fullerton,Big West Conference,big_west
2010,CS Northridge,Big West Conference,big_west
2010,CS Sacramento,Big Sky Conference,big_sky
2010,Dartmouth,Ivy League,ivy
2010,Davidson,Southern Conference,southern
2010,Dayton,Atlantic 10 Conference,a_ten
2010,Delaware,Coastal Athletic Association,caa
2010,Delaware St,Mid-Eastern Athletic Conference,meac
2010,Denver,Sun Belt Conference,sun_belt
2010,DePaul,Big East Conference,big_east
2010,Detroit,Horizon League,horizon
2010,Drake,Missouri Valley Conference,mvc
2010,Drexel,Coastal Athletic Association,caa
2010,Duke,Atlantic Coast Conference,acc
2010,Duquesne,Atlantic 10 Conference,a_ten
2010,E Illinois,Ohio Valley Conference,ovc
2010,E Kentucky,Ohio Valley Conference,ovc
2010,E Michigan,Mid-American Conference,mac
2010,E Washington,Big Sky Conference,big_sky
2010,East Carolina,Conference USA,cusa
2010,SIUE,Independent,ind
2010,Elon,Southern Conference,southern
2010,ETSU,Atlantic Sun Conference,a_sun
2010,Evansville,Missouri Valley Conference,mvc
2010,F Dickinson,Northeast Conference,nec
2010,Fairfield,Metro Atlantic Athletic Conference,maac
2010,FL Atlantic,Sun Belt Conference,sun_belt
2010,FGCU,Atlantic Sun Conference,a_sun
2010,Florida,Southeastern Conference,sec
2010,Florida A&M,Mid-Eastern Athletic Conference,meac
2010,Florida Intl,Sun Belt Conference,sun_belt
2010,Florida St,Atlantic Coast Conference,acc
2010,Fordham,Atlantic 10 Conference,a_ten
2010,Fresno St,Western Athletic Conference,wac
2010,Furman,Southern Conference,southern
2010,G Washington,Atlantic 10 Conference,a_ten
2010,Ga Southern,Southern Conference,southern
2010,Gardner Webb,Big South Conference,big_south
2010,George Mason,Coastal Athletic Association,caa
2010,Georgetown,Big East Conference,big_east
2010,Georgia,Southeastern Conference,sec
2010,Georgia St,Coastal Athletic Association,caa
2010,Georgia Tech,Atlantic Coast Conference,acc
2010,Gonzaga,West Coast Conference,wcc
2010,Grambling,Southwest Athletic Conference,swac
2010,Hampton,Mid-Eastern Athletic Conference,meac
2010,Hartford,America East Conference,aec
2010,Harvard,Ivy League,ivy
2010,Hawaii,Western Athletic Conference,wac
2010,High Point,Big South Conference,big_south
2010,Hofstra,Coastal Athletic Association,caa
2010,Holy Cross,Patriot League,patriot
2010,Houston,Conference USA,cusa
2010,Houston Chr,Great West Conference,gwc
2010,Howard,Mid-Eastern Athletic Conference,meac
2010,Idaho,Western Athletic Conference,wac
2010,Idaho St,Big Sky Conference,big_sky
2010,IL Chicago,Horizon League,horizon
2010,Illinois,Big Ten Conference,big_ten
2010,Illinois St,Missouri Valley Conference,mvc
2010,Indiana,Big Ten Conference,big_ten
2010,Indiana St,Missouri Valley Conference,mvc
2010,Iona,Metro Atlantic Athletic Conference,maac
2010,Iowa,Big Ten Conference,big_ten
2010,Iowa St,Big 12 Conference,big_twelve
2010,PFW,Summit League,summit
2010,IUPUI,Summit League,summit
2010,Jackson St,Southwest Athletic Conference,swac
2010,Jacksonville,Atlantic Sun Conference,a_sun
2010,Jacksonville St,Ohio Valley Conference,ovc
2010,James Madison,Coastal Athletic Association,caa
2010,Kansas,Big 12 Conference,big_twelve
2010,Kansas St,Big 12 Conference,big_twelve
2010,Kennesaw,Atlantic Sun Conference,a_sun
2010,Kent,Mid-American Conference,mac
2010,Kentucky,Southeastern Conference,sec
2010,La Salle,Atlantic 10 Conference,a_ten
2010,Lafayette,Patriot League,patriot
2010,Lamar,Southland Conference,southland
2010,Lehigh,Patriot League,patriot
2010,Liberty,Big South Conference,big_south
2010,Lipscomb,Atlantic Sun Conference,a_sun
2010,Long Beach St,Big West Conference,big_west
2010,LIU Brooklyn,Northeast Conference,nec
2010,Longwood,Independent,ind
2010,Louisiana Tech,Western Athletic Conference,wac
2010,Louisville,Big East Conference,big_east
2010,Loy Marymount,West Coast Conference,wcc
2010,Loyola MD,Metro Atlantic Athletic Conference,maac
2010,Loyola-Chicago,Horizon League,horizon
2010,LSU,Southeastern Conference,sec
2010,Maine,America East Conference,aec
2010,Manhattan,Metro Atlantic Athletic Conference,maac
2010,Marist,Metro Atlantic Athletic Conference,maac
2010,Marquette,Big East Conference,big_east
2010,Marshall,Conference USA,cusa
2010,Maryland,Atlantic Coast Conference,acc
2010,Massachusetts,Atlantic 10 Conference,a_ten
2010,McNeese St,Southland Conference,southland
2010,MD E Shore,Mid-Eastern Athletic Conference,meac
2010,Memphis,Conference USA,cusa
2010,Mercer,Atlantic Sun Conference,a_sun
2010,Miami FL,Atlantic Coast Conference,acc
2010,Miami OH,Mid-American Conference,mac
2010,Michigan,Big Ten Conference,big_ten
2010,Michigan St,Big Ten Conference,big_ten
2010,Minnesota,Big Ten Conference,big_ten
2010,Mississippi,Southeastern Conference,sec
2010,Mississippi St,Southeastern Conference,sec
2010,Missouri,Big 12 Conference,big_twelve
2010,Missouri KC,Summit League,summit
2010,Missouri St,Missouri Valley Conference,mvc
2010,Monmouth NJ,Northeast Conference,nec
2010,Montana,Big Sky Conference,big_sky
2010,Montana St,Big Sky Conference,big_sky
2010,Morehead St,Ohio Valley Conference,ovc
2010,Morgan St,Mid-Eastern Athletic Conference,meac
2010,MS Valley St,Southwest Athletic Conference,swac
2010,Mt St Mary's,Northeast Conference,nec
2010,MTSU,Sun Belt Conference,sun_belt
2010,Murray St,Ohio Valley Conference,ovc
2010,N Colorado,Big Sky Conference,big_sky
2010,N Dakota St,Summit League,summit
2010,N Illinois,Mid-American Conference,mac
2010,Navy,Patriot League,patriot
2010,NC A&T,Mid-Eastern Athletic Conference,meac
2010,NC Central,Independent,ind
2010,NC State,Atlantic Coast Conference,acc
2010,Nebraska,Big 12 Conference,big_twelve
2010,Nevada,Western Athletic Conference,wac
2010,New Hampshire,America East Conference,aec
2010,New Mexico,Mountain West Conference,mwc
2010,New Mexico St,Western Athletic Conference,wac
2010,New Orleans,Sun Belt Conference,sun_belt
2010,Niagara,Metro Atlantic Athletic Conference,maac
2010,Nicholls St,Southland Conference,southland
2010,NJIT,Great West Conference,gwc
2010,Norfolk St,Mid-Eastern Athletic Conference,meac
2010,North Carolina,Atlantic Coast Conference,acc
2010,North Dakota,Great West Conference,gwc
2010,North Florida,Atlantic Sun Conference,a_sun
2010,North Texas,Sun Belt Conference,sun_belt
2010,Northeastern,Coastal Athletic Association,caa
2010,Northern Arizona,Big Sky Conference,big_sky
2010,Northern Iowa,Missouri Valley Conference,mvc
2010,Northwestern,Big Ten Conference,big_ten
2010,Northwestern LA,Southland Conference,southland
2010,Notre Dame,Big East Conference,big_east
2010,Oakland,Summit League,summit
2010,Ohio,Mid-American Conference,mac
2010,Ohio St,Big Ten Conference,big_ten
2010,Oklahoma,Big 12 Conference,big_twelve
2010,Oklahoma St,Big 12 Conference,big_twelve
2010,Old Dominion,Coastal Athletic Association,caa
2010,Oral Roberts,Summit League,summit
2010,Oregon,Pacific-10 Conference,pac_ten
2010,Oregon St,Pacific-10 Conference,pac_ten
2010,Pacific,Big West Conference,big_west
2010,Penn,Ivy League,ivy
2010,Penn St,Big Ten Conference,big_ten
2010,Pepperdine,West Coast Conference,wcc
2010,Pittsburgh,Big East Conference,big_east
2010,Portland,West Coast Conference,wcc
2010,Portland St,Big Sky Conference,big_sky
2010,Prairie View,Southwest Athletic Conference,swac
2010,Presbyterian,Big South Conference,big_south
2010,Princeton,Ivy League,ivy
2010,Providence,Big East Conference,big_east
2010,Purdue,Big Ten Conference,big_ten
2010,Quinnipiac,Northeast Conference,nec
2010,Radford,Big South Conference,big_south
2010,Rhode Island,Atlantic 10 Conference,a_ten
2010,Rice,Conference USA,cusa
2010,Richmond,Atlantic 10 Conference,a_ten
2010,Rider,Metro Atlantic Athletic Conference,maac
2010,Robert Morris,Northeast Conference,nec
2010,Rutgers,Big East Conference,big_east
2010,S Carolina St,Mid-Eastern Athletic Conference,meac
2010,S Dakota St,Summit League,summit
2010,S Illinois,Missouri Valley Conference,mvc
2010,Sacred Heart,Northeast Conference,nec
2010,Sam Houston St,Southland Conference,southland
2010,Samford,Southern Conference,southern
2010,San Diego,West Coast Conference,wcc
2010,San Diego St,Mountain West Conference,mwc
2010,San Francisco,West Coast Conference,wcc
2010,San Jose St,Western Athletic Conference,wac
2010,UC Santa Barbara,Big West Conference,big_west
2010,Santa Clara,West Coast Conference,wcc
2010,Savannah St,Independent,ind
2010,SC Upstate,Atlantic Sun Conference,a_sun
2010,SE Louisiana,Southland Conference,southland
2010,SE Missouri St,Ohio Valley Conference,ovc
2010,Seattle,Independent,ind
2010,Seton Hall,Big East Conference,big_east
2010,SF Austin,Southland Conference,southland
2010,Siena,Metro Atlantic Athletic Conference,maac
2010,SMU,Conference USA,cusa
2010,South Alabama,Sun Belt Conference,sun_belt
2010,South Carolina,Southeastern Conference,sec
2010,South Dakota,Great West Conference,gwc
2010,South Florida,Big East Conference,big_east
2010,Southern Miss,Conference USA,cusa
2010,Southern Univ,Southwest Athletic Conference,swac
2010,Southern Utah,Summit League,summit
2010,St Bonaventure,Atlantic 10 Conference,a_ten
2010,St Francis NY,Northeast Conference,nec
2010,St Francis PA,Northeast Conference,nec
2010,St John's,Big East Conference,big_east
2010,St Joseph's PA,Atlantic 10 Conference,a_ten
2010,St Louis,Atlantic 10 Conference,a_ten
2010,St Mary's CA,West Coast Conference,wcc
2010,St Peter's,Metro Atlantic Athletic Conference,maac
2010,Stanford,Pacific-10 Conference,pac_ten
2010,Stetson,Atlantic Sun Conference,a_sun
2010,Stony Brook,America East Conference,aec
2010,Syracuse,Big East Conference,big_east
2010,TAM C. Christi,Southland Conference,southland
2010,TCU,Mountain West Conference,mwc
2010,Temple,Atlantic 10 Conference,a_ten
2010,Tennessee,Southeastern Conference,sec
2010,Tennessee St,Ohio Valley Conference,ovc
2010,Tennessee Tech,Ohio Valley Conference,ovc
2010,Texas,Big 12 Conference,big_twelve
2010,Texas A&M,Big 12 Conference,big_twelve
2010,Texas St,Southland Conference,southland
2010,Texas Tech,Big 12 Conference,big_twelve
2010,TN Martin,Ohio Valley Conference,ovc
2010,Toledo,Mid-American Conference,mac
2010,Towson,Coastal Athletic Association,caa
2010,Troy,Sun Belt Conference,sun_belt
2010,Tulane,Conference USA,cusa
2010,Tulsa,Conference USA,cusa
2010,UTRGV,Great West Conference,gwc
2010,TX Southern,Southwest Athletic Conference,swac
2010,UAB,Conference USA,cusa
2010,UC Davis,Big West Conference,big_west
2010,UC Irvine,Big West Conference,big_west
2010,UC Riverside,Big West Conference,big_west
2010,UCF,Conference USA,cusa
2010,UCLA,Pacific-10 Conference,pac_ten
2010,Louisiana,Sun Belt Conference,sun_belt
2010,ULM,Sun Belt Conference,sun_belt
2010,UMBC,America East Conference,aec
2010,UNC Asheville,Big South Conference,big_south
2010,UNC Greensboro,Southern Conference,southern
2010,UNC Wilmington,Coastal Athletic Association,caa
2010,UNLV,Mountain West Conference,mwc
2010,USC,Pacific-10 Conference,pac_ten
2010,UT Arlington,Southland Conference,southland
2010,UT San Antonio,Southland Conference,southland
2010,Utah,Mountain West Conference,mwc
2010,Utah St,Western Athletic Conference,wac
2010,Utah Valley,Great West Conference,gwc
2010,UTEP,Conference USA,cusa
2010,VCU,Coastal Athletic Association,caa
2010,Valparaiso,Horizon League,horizon
2010,Vanderbilt,Southeastern Conference,sec
2010,Vermont,America East Conference,aec
2010,Villanova,Big East Conference,big_east
2010,Virginia,Atlantic Coast Conference,acc
2010,Virginia Tech,Atlantic Coast Conference,acc
2010,VMI,Big South Conference,big_south
2010,W Carolina,Southern Conference,southern
2010,W Illinois,Summit League,summit
2010,WKU,Sun Belt Conference,sun_belt
2010,W Michigan,Mid-American Conference,mac
2010,W Salem St,Mid-Eastern Athletic Conference,meac
2010,Wagner,Northeast Conference,nec
2010,Wake Forest,Atlantic Coast Conference,acc
2010,Washington,Pacific-10 Conference,pac_ten
2010,Washington St,Pacific-10 Conference,pac_ten
2010,Weber St,Big Sky Conference,big_sky
2010,West Virginia,Big East Conference,big_east
2010,WI Green Bay,Horizon League,horizon
2010,WI Milwaukee,Horizon League,horizon
2010,Wichita St,Missouri Valley Conference,mvc
2010,William & Mary,Coastal Athletic Association,caa
2010,Winthrop,Big South Conference,big_south
2010,Wisconsin,Big Ten Conference,big_ten
2010,Wofford,Southern Conference,southern
2010,Wright St,Horizon League,horizon
2010,Wyoming,Mountain West Conference,mwc
2010,Xavier,Atlantic 10 Conference,a_ten
2010,Yale,Ivy League,ivy
2010,Youngstown St,Horizon League,horizon
2011,Air Force,Mountain West Conference,mwc
2011,Akron,Mid-American Conference,mac
2011,Alabama,Southeastern Conference,sec
2011,Alabama A&M,Southwest Athletic Conference,swac
2011,Alabama St,Southwest Athletic Conference,swac
2011,SUNY Albany,America East Conference,aec
2011,Alcorn St,Southwest Athletic Conference,swac
2011,American Univ,Patriot League,patriot
2011,Appalachian St,Southern Conference,southern
2011,Arizona,Pacific-10 Conference,pac_ten
2011,Arizona St,Pacific-10 Conference,pac_ten
2011,Ark Little Rock,Sun Belt Conference,sun_belt
2011,Ark Pine Bluff,Southwest Athletic Conference,swac
2011,Arkansas,Southeastern Conference,sec
2011,Arkansas St,Sun Belt Conference,sun_belt
2011,Army,Patriot League,patriot
2011,Auburn,Southeastern Conference,sec
2011,Austin Peay,Ohio Valley Conference,ovc
2011,Ball St,Mid-American Conference,mac
2011,Baylor,Big 12 Conference,big_twelve
2011,Belmont,Atlantic Sun Conference,a_sun
2011,Bethune-Cookman,Mid-Eastern Athletic Conference,meac
2011,Binghamton,America East Conference,aec
2011,Boise St,Western Athletic Conference,wac
2011,Boston College,Atlantic Coast Conference,acc
2011,Boston Univ,America East Conference,aec
2011,Bowling Green,Mid-American Conference,mac
2011,Bradley,Missouri Valley Conference,mvc
2011,Brown,Ivy League,ivy
2011,Bryant,Northeast Conference,nec
2011,Bucknell,Patriot League,patriot
2011,Buffalo,Mid-American Conference,mac
2011,Butler,Horizon League,horizon
2011,BYU,Mountain West Conference,mwc
2011,C Michigan,Mid-American Conference,mac
2011,Cal Poly,Big West Conference,big_west
2011,California,Pacific-10 Conference,pac_ten
2011,Campbell,Atlantic Sun Conference,a_sun
2011,Canisius,Metro Atlantic Athletic Conference,maac
2011,Cent Arkansas,Southland Conference,southland
2011,Centenary,Summit League,summit
2011,Central Conn,Northeast Conference,nec
2011,Charleston So,Big South Conference,big_south
2011,Charlotte,Atlantic 10 Conference,a_ten
2011,Chattanooga,Southern Conference,southern
2011,Chicago St,Great West Conference,gwc
2011,Cincinnati,Big East Conference,big_east
2011,Citadel,Southern Conference,southern
2011,Clemson,Atlantic Coast Conference,acc
2011,Cleveland St,Horizon League,horizon
2011,Coastal Car,Big South Conference,big_south
2011,Col Charleston,Southern Conference,southern
2011,Colgate,Patriot League,patriot
2011,Colorado,Big 12 Conference,big_twelve
2011,Colorado St,Mountain West Conference,mwc
2011,Columbia,Ivy League,ivy
2011,Connecticut,Big East Conference,big_east
2011,Coppin St,Mid-Eastern Athletic Conference,meac
2011,Cornell,Ivy League,ivy
2011,Creighton,Missouri Valley Conference,mvc
2011,CS Bakersfield,Independent,ind
2011,CS Fullerton,Big West Conference,big_west
2011,CS Northridge,Big West Conference,big_west
2011,CS Sacramento,Big Sky Conference,big_sky
2011,Dartmouth,Ivy League,ivy
2011,Davidson,Southern Conference,southern
2011,Dayton,Atlantic 10 Conference,a_ten
2011,Delaware,Coastal Athletic Association,caa
2011,Delaware St,Mid-Eastern Athletic Conference,meac
2011,Denver,Sun Belt Conference,sun_belt
2011,DePaul,Big East Conference,big_east
2011,Detroit,Horizon League,horizon
2011,Drake,Missouri Valley Conference,mvc
2011,Drexel,Coastal Athletic Association,caa
2011,Duke,Atlantic Coast Conference,acc
2011,Duquesne,Atlantic 10 Conference,a_ten
2011,E Illinois,Ohio Valley Conference,ovc
2011,E Kentucky,Ohio Valley Conference,ovc
2011,E Michigan,Mid-American Conference,mac
2011,E Washington,Big Sky Conference,big_sky
2011,East Carolina,Conference USA,cusa
2011,SIUE,Independent,ind
2011,Elon,Southern Conference,southern
2011,ETSU,Atlantic Sun Conference,a_sun
2011,Evansville,Missouri Valley Conference,mvc
2011,F Dickinson,Northeast Conference,nec
2011,Fairfield,Metro Atlantic Athletic Conference,maac
2011,FL Atlantic,Sun Belt Conference,sun_belt
2011,FGCU,Atlantic Sun Conference,a_sun
2011,Florida,Southeastern Conference,sec
2011,Florida A&M,Mid-Eastern Athletic Conference,meac
2011,Florida Intl,Sun Belt Conference,sun_belt
2011,Florida St,Atlantic Coast Conference,acc
2011,Fordham,Atlantic 10 Conference,a_ten
2011,Fresno St,Western Athletic Conference,wac
2011,Furman,Southern Conference,southern
2011,G Washington,Atlantic 10 Conference,a_ten
2011,Ga Southern,Southern Conference,southern
2011,Gardner Webb,Big South Conference,big_south
2011,George Mason,Coastal Athletic Association,caa
2011,Georgetown,Big East Conference,big_east
2011,Georgia,Southeastern Conference,sec
2011,Georgia St,Coastal Athletic Association,caa
2011,Georgia Tech,Atlantic Coast Conference,acc
2011,Gonzaga,West Coast Conference,wcc
2011,Grambling,Southwest Athletic Conference,swac
2011,Hampton,Mid-Eastern Athletic Conference,meac
2011,Hartford,America East Conference,aec
2011,Harvard,Ivy League,ivy
2011,Hawaii,Western Athletic Conference,wac
2011,High Point,Big South Conference,big_south
2011,Hofstra,Coastal Athletic Association,caa
2011,Holy Cross,Patriot League,patriot
2011,Houston,Conference USA,cusa
2011,Houston Chr,Great West Conference,gwc
2011,Howard,Mid-Eastern Athletic Conference,meac
2011,Idaho,Western Athletic Conference,wac
2011,Idaho St,Big Sky Conference,big_sky
2011,IL Chicago,Horizon League,horizon
2011,Illinois,Big Ten Conference,big_ten
2011,Illinois St,Missouri Valley Conference,mvc
2011,Indiana,Big Ten Conference,big_ten
2011,Indiana St,Missouri Valley Conference,mvc
2011,Iona,Metro Atlantic Athletic Conference,maac
2011,Iowa,Big Ten Conference,big_ten
2011,Iowa St,Big 12 Conference,big_twelve
2011,PFW,Summit League,summit
2011,IUPUI,Summit League,summit
2011,Jackson St,Southwest Athletic Conference,swac
2011,Jacksonville,Atlantic Sun Conference,a_sun
2011,Jacksonville St,Ohio Valley Conference,ovc
2011,James Madison,Coastal Athletic Association,caa
2011,Kansas,Big 12 Conference,big_twelve
2011,Kansas St,Big 12 Conference,big_twelve
2011,Kennesaw,Atlantic Sun Conference,a_sun
2011,Kent,Mid-American Conference,mac
2011,Kentucky,Southeastern Conference,sec
2011,La Salle,Atlantic 10 Conference,a_ten
2011,Lafayette,Patriot League,patriot
2011,Lamar,Southland Conference,southland
2011,Lehigh,Patriot League,patriot
2011,Liberty,Big South Conference,big_south
2011,Lipscomb,Atlantic Sun Conference,a_sun
2011,Long Beach St,Big West Conference,big_west
2011,LIU Brooklyn,Northeast Conference,nec
2011,Longwood,Independent,ind
2011,Louisiana Tech,Western Athletic Conference,wac
2011,Louisville,Big East Conference,big_east
2011,Loy Marymount,West Coast Conference,wcc
2011,Loyola MD,Metro Atlantic Athletic Conference,maac
2011,Loyola-Chicago,Horizon League,horizon
2011,LSU,Southeastern Conference,sec
2011,Maine,America East Conference,aec
2011,Manhattan,Metro Atlantic Athletic Conference,maac
2011,Marist,Metro Atlantic Athletic Conference,maac
2011,Marquette,Big East Conference,big_east
2011,Marshall,Conference USA,cusa
2011,Maryland,Atlantic Coast Conference,acc
2011,Massachusetts,Atlantic 10 Conference,a_ten
2011,McNeese St,Southland Conference,southland
2011,MD E Shore,Mid-Eastern Athletic Conference,meac
2011,Memphis,Conference USA,cusa
2011,Mercer,Atlantic Sun Conference,a_sun
2011,Miami FL,Atlantic Coast Conference,acc
2011,Miami OH,Mid-American Conference,mac
2011,Michigan,Big Ten Conference,big_ten
2011,Michigan St,Big Ten Conference,big_ten
2011,Minnesota,Big Ten Conference,big_ten
2011,Mississippi,Southeastern Conference,sec
2011,Mississippi St,Southeastern Conference,sec
2011,Missouri,Big 12 Conference,big_twelve
2011,Missouri KC,Summit League,summit
2011,Missouri St,Missouri Valley Conference,mvc
2011,Monmouth NJ,Northeast Conference,nec
2011,Montana,Big Sky Conference,big_sky
2011,Montana St,Big Sky Conference,big_sky
2011,Morehead St,Ohio Valley Conference,ovc
2011,Morgan St,Mid-Eastern Athletic Conference,meac
2011,MS Valley St,Southwest Athletic Conference,swac
2011,Mt St Mary's,Northeast Conference,nec
2011,MTSU,Sun Belt Conference,sun_belt
2011,Murray St,Ohio Valley Conference,ovc
2011,N Colorado,Big Sky Conference,big_sky
2011,N Dakota St,Summit League,summit
2011,N Illinois,Mid-American Conference,mac
2011,Navy,Patriot League,patriot
2011,NC A&T,Mid-Eastern Athletic Conference,meac
2011,NC Central,Independent,ind
2011,NC State,Atlantic Coast Conference,acc
2011,Nebraska,Big 12 Conference,big_twelve
2011,Nevada,Western Athletic Conference,wac
2011,New Hampshire,America East Conference,aec
2011,New Mexico,Mountain West Conference,mwc
2011,New Mexico St,Western Athletic Conference,wac
2011,Niagara,Metro Atlantic Athletic Conference,maac
2011,Nicholls St,Southland Conference,southland
2011,NJIT,Great West Conference,gwc
2011,Norfolk St,Mid-Eastern Athletic Conference,meac
2011,North Carolina,Atlantic Coast Conference,acc
2011,North Dakota,Great West Conference,gwc
2011,North Florida,Atlantic Sun Conference,a_sun
2011,North Texas,Sun Belt Conference,sun_belt
2011,Northeastern,Coastal Athletic Association,caa
2011,Northern Arizona,Big Sky Conference,big_sky
2011,Northern Iowa,Missouri Valley Conference,mvc
2011,Northwestern,Big Ten Conference,big_ten
2011,Northwestern LA,Southland Conference,southland
2011,Notre Dame,Big East Conference,big_east
2011,Oakland,Summit League,summit
2011,Ohio,Mid-American Conference,mac
2011,Ohio St,Big Ten Conference,big_ten
2011,Oklahoma,Big 12 Conference,big_twelve
2011,Oklahoma St,Big 12 Conference,big_twelve
2011,Old Dominion,Coastal Athletic Association,caa
2011,Oral Roberts,Summit League,summit
2011,Oregon,Pacific-10 Conference,pac_ten
2011,Oregon St,Pacific-10 Conference,pac_ten
2011,Pacific,Big West Conference,big_west
2011,Penn,Ivy League,ivy
2011,Penn St,Big Ten Conference,big_ten
2011,Pepperdine,West Coast Conference,wcc
2011,Pittsburgh,Big East Conference,big_east
2011,Portland,West Coast Conference,wcc
2011,Portland St,Big Sky Conference,big_sky
2011,Prairie View,Southwest Athletic Conference,swac
2011,Presbyterian,Big South Conference,big_south
2011,Princeton,Ivy League,ivy
2011,Providence,Big East Conference,big_east
2011,Purdue,Big Ten Conference,big_ten
2011,Quinnipiac,Northeast Conference,nec
2011,Radford,Big South Conference,big_south
2011,Rhode Island,Atlantic 10 Conference,a_ten
2011,Rice,Conference USA,cusa
2011,Richmond,Atlantic 10 Conference,a_ten
2011,Rider,Metro Atlantic Athletic Conference,maac
2011,Robert Morris,Northeast Conference,nec
2011,Rutgers,Big East Conference,big_east
2011,S Carolina St,Mid-Eastern Athletic Conference,meac
2011,S Dakota St,Summit League,summit
2011,S Illinois,Missouri Valley Conference,mvc
2011,Sacred Heart,Northeast Conference,nec
2011,Sam Houston St,Southland Conference,southland
2011,Samford,Southern Conference,southern
2011,San Diego,West Coast Conference,wcc
2011,San Diego St,Mountain West Conference,mwc
2011,San Francisco,West Coast Conference,wcc
2011,San Jose St,Western Athletic Conference,wac
2011,UC Santa Barbara,Big West Conference,big_west
2011,Santa Clara,West Coast Conference,wcc
2011,Savannah St,Independent,ind
2011,SC Upstate,Atlantic Sun Conference,a_sun
2011,SE Louisiana,Southland Conference,southland
2011,SE Missouri St,Ohio Valley Conference,ovc
2011,Seattle,Independent,ind
2011,Seton Hall,Big East Conference,big_east
2011,SF Austin,Southland Conference,southland
2011,Siena,Metro Atlantic Athletic Conference,maac
2011,SMU,Conference USA,cusa
2011,South Alabama,Sun Belt Conference,sun_belt
2011,South Carolina,Southeastern Conference,sec
2011,South Dakota,Great West Conference,gwc
2011,South Florida,Big East Conference,big_east
2011,Southern Miss,Conference USA,cusa
2011,Southern Univ,Southwest Athletic Conference,swac
2011,Southern Utah,Summit League,summit
2011,St Bonaventure,Atlantic 10 Conference,a_ten
2011,St Francis NY,Northeast Conference,nec
2011,St Francis PA,Northeast Conference,nec
2011,St John's,Big East Conference,big_east
2011,St Joseph's PA,Atlantic 10 Conference,a_ten
2011,St Louis,Atlantic 10 Conference,a_ten
2011,St Mary's CA,West Coast Conference,wcc
2011,St Peter's,Metro Atlantic Athletic Conference,maac
2011,Stanford,Pacific-10 Conference,pac_ten
2011,Stetson,Atlantic Sun Conference,a_sun
2011,Stony Brook,America East Conference,aec
2011,Syracuse,Big East Conference,big_east
2011,TAM C. Christi,Southland Conference,southland
2011,TCU,Mountain West Conference,mwc
2011,Temple,Atlantic 10 Conference,a_ten
2011,Tennessee,Southeastern Conference,sec
2011,Tennessee St,Ohio Valley Conference,ovc
2011,Tennessee Tech,Ohio Valley Conference,ovc
2011,Texas,Big 12 Conference,big_twelve
2011,Texas A&M,Big 12 Conference,big_twelve
2011,Texas St,Southland Conference,southland
2011,Texas Tech,Big 12 Conference,big_twelve
2011,TN Martin,Ohio Valley Conference,ovc
2011,Toledo,Mid-American Conference,mac
2011,Towson,Coastal Athletic Association,caa
2011,Troy,Sun Belt Conference,sun_belt
2011,Tulane,Conference USA,cusa
2011,Tulsa,Conference USA,cusa
2011,UTRGV,Great West Conference,gwc
2011,TX Southern,Southwest Athletic Conference,swac
2011,UAB,Conference USA,cusa
